agency_cd	site_no	datetime	tz_cd	211112_00060	211112_00060_cd
5s	15s	20d	6s	14n	10s
USGS	07094500	2017-06-08 00:00	MDT	3300	A
USGS	07094500	2017-06-08 00:15	MDT	3300	A
USGS	07094500	2017-06-08 00:30	MDT	3300	A
USGS	07094500	2017-06-08 00:45	MDT	3300	A
USGS	07094500	2017-06-08 01:00	MDT	3290	A
USGS	07094500	2017-06-08 01:15	MDT	3280	A
USGS	07094500	2017-06-08 01:30	MDT	3250	A
USGS	07094500	2017-06-08 01:45	MDT	3230	A
USGS	07094500	2017-06-08 02:00	MDT	3200	A
USGS	07094500	2017-06-08 02:15	MDT	3170	A
USGS	07094500	2017-06-08 02:30	MDT	3160	A
USGS	07094500	2017-06-08 02:45	MDT	3160	A
USGS	07094500	2017-06-08 03:00	MDT	3200	A
USGS	07094500	2017-06-08 03:15	MDT	3240	A
USGS	07094500	2017-06-08 03:30	MDT	3280	A
USGS	07094500	2017-06-08 03:45	MDT	3310	A
USGS	07094500	2017-06-08 04:00	MDT	3330	A
USGS	07094500	2017-06-08 04:15	MDT	3340	A
USGS	07094500	2017-06-08 04:30	MDT	3340	A
USGS	07094500	2017-06-08 04:45	MDT	3340	A
USGS	07094500	2017-06-08 05:00	MDT	3340	A
USGS	07094500	2017-06-08 05:15	MDT	3360	A
USGS	07094500	2017-06-08 05:30	MDT	3370	A
USGS	07094500	2017-06-08 05:45	MDT	3370	A
USGS	07094500	2017-06-08 06:00	MDT	3380	A
USGS	07094500	2017-06-08 06:15	MDT	3380	A
USGS	07094500	2017-06-08 06:30	MDT	3390	A
USGS	07094500	2017-06-08 06:45	MDT	3390	A
USGS	07094500	2017-06-08 07:00	MDT	3400	A
USGS	07094500	2017-06-08 07:15	MDT	3410	A
USGS	07094500	2017-06-08 07:30	MDT	3430	A
USGS	07094500	2017-06-08 07:45	MDT	3430	A
USGS	07094500	2017-06-08 08:00	MDT	3440	A
USGS	07094500	2017-06-08 08:15	MDT	3450	A
USGS	07094500	2017-06-08 08:30	MDT	3450	A
USGS	07094500	2017-06-08 08:45	MDT	3450	A
USGS	07094500	2017-06-08 09:00	MDT	3460	A
USGS	07094500	2017-06-08 09:15	MDT	3470	A
USGS	07094500	2017-06-08 09:30	MDT	3470	A
USGS	07094500	2017-06-08 09:45	MDT	3480	A
USGS	07094500	2017-06-08 10:00	MDT	3480	A
USGS	07094500	2017-06-08 10:15	MDT	3490	A
USGS	07094500	2017-06-08 10:30	MDT	3490	A
USGS	07094500	2017-06-08 10:45	MDT	3500	A
USGS	07094500	2017-06-08 11:00	MDT	3500	A
USGS	07094500	2017-06-08 11:15	MDT	3510	A
USGS	07094500	2017-06-08 11:30	MDT	3510	A
USGS	07094500	2017-06-08 11:45	MDT	3510	A
USGS	07094500	2017-06-08 12:00	MDT	3510	A
USGS	07094500	2017-06-08 12:15	MDT	3520	A
USGS	07094500	2017-06-08 12:30	MDT	3520	A
USGS	07094500	2017-06-08 12:45	MDT	3520	A
USGS	07094500	2017-06-08 13:00	MDT	3520	A
USGS	07094500	2017-06-08 13:15	MDT	3530	A
USGS	07094500	2017-06-08 13:30	MDT	3540	A
USGS	07094500	2017-06-08 13:45	MDT	3540	A
USGS	07094500	2017-06-08 14:00	MDT	3540	A
USGS	07094500	2017-06-08 14:15	MDT	3540	A
USGS	07094500	2017-06-08 14:30	MDT	3540	A
USGS	07094500	2017-06-08 14:45	MDT	3540	A
USGS	07094500	2017-06-08 15:00	MDT	3540	A
USGS	07094500	2017-06-08 15:15	MDT	3540	A
USGS	07094500	2017-06-08 15:30	MDT	3530	A
USGS	07094500	2017-06-08 15:45	MDT	3520	A
USGS	07094500	2017-06-08 16:00	MDT	3520	A
USGS	07094500	2017-06-08 16:15	MDT	3520	A
USGS	07094500	2017-06-08 16:30	MDT	3520	A
USGS	07094500	2017-06-08 16:45	MDT	3510	A
USGS	07094500	2017-06-08 17:00	MDT	3510	A
USGS	07094500	2017-06-08 17:15	MDT	3500	A
USGS	07094500	2017-06-08 17:30	MDT	3500	A
USGS	07094500	2017-06-08 17:45	MDT	3490	A
USGS	07094500	2017-06-08 18:00	MDT	3480	A
USGS	07094500	2017-06-08 18:15	MDT	3480	A
USGS	07094500	2017-06-08 18:30	MDT	3470	A
USGS	07094500	2017-06-08 18:45	MDT	3470	A
USGS	07094500	2017-06-08 19:00	MDT	3470	A
USGS	07094500	2017-06-08 19:15	MDT	3460	A
USGS	07094500	2017-06-08 19:30	MDT	3460	A
USGS	07094500	2017-06-08 19:45	MDT	3460	A
USGS	07094500	2017-06-08 20:00	MDT	3450	A
USGS	07094500	2017-06-08 20:15	MDT	3450	A
USGS	07094500	2017-06-08 20:30	MDT	3450	A
USGS	07094500	2017-06-08 20:45	MDT	3450	A
USGS	07094500	2017-06-08 21:00	MDT	3440	A
USGS	07094500	2017-06-08 21:15	MDT	3440	A
USGS	07094500	2017-06-08 21:30	MDT	3440	A
USGS	07094500	2017-06-08 21:45	MDT	3430	A
USGS	07094500	2017-06-08 22:00	MDT	3430	A
USGS	07094500	2017-06-08 22:15	MDT	3430	A
USGS	07094500	2017-06-08 22:30	MDT	3410	A
USGS	07094500	2017-06-08 22:45	MDT	3410	A
USGS	07094500	2017-06-08 23:00	MDT	3400	A
USGS	07094500	2017-06-08 23:15	MDT	3400	A
USGS	07094500	2017-06-08 23:30	MDT	3400	A
USGS	07094500	2017-06-08 23:45	MDT	3390	A
USGS	07094500	2017-06-09 00:00	MDT	3390	A
USGS	07094500	2017-06-09 00:15	MDT	3390	A
USGS	07094500	2017-06-09 00:30	MDT	3380	A
USGS	07094500	2017-06-09 00:45	MDT	3380	A
USGS	07094500	2017-06-09 01:00	MDT	3370	A
USGS	07094500	2017-06-09 01:15	MDT	3370	A
USGS	07094500	2017-06-09 01:30	MDT	3370	A
USGS	07094500	2017-06-09 01:45	MDT	3360	A
USGS	07094500	2017-06-09 02:00	MDT	3360	A
USGS	07094500	2017-06-09 02:15	MDT	3360	A
USGS	07094500	2017-06-09 02:30	MDT	3370	A
USGS	07094500	2017-06-09 02:45	MDT	3380	A
USGS	07094500	2017-06-09 03:00	MDT	3400	A
USGS	07094500	2017-06-09 03:15	MDT	3430	A
USGS	07094500	2017-06-09 03:30	MDT	3440	A
USGS	07094500	2017-06-09 03:45	MDT	3450	A
USGS	07094500	2017-06-09 04:00	MDT	3460	A
USGS	07094500	2017-06-09 04:15	MDT	3470	A
USGS	07094500	2017-06-09 04:30	MDT	3470	A
USGS	07094500	2017-06-09 04:45	MDT	3480	A
USGS	07094500	2017-06-09 05:00	MDT	3490	A
USGS	07094500	2017-06-09 05:15	MDT	3500	A
USGS	07094500	2017-06-09 05:30	MDT	3510	A
USGS	07094500	2017-06-09 05:45	MDT	3520	A
USGS	07094500	2017-06-09 06:00	MDT	3530	A
USGS	07094500	2017-06-09 06:15	MDT	3540	A
USGS	07094500	2017-06-09 06:30	MDT	3550	A
USGS	07094500	2017-06-09 06:45	MDT	3560	A
USGS	07094500	2017-06-09 07:00	MDT	3570	A
USGS	07094500	2017-06-09 07:15	MDT	3580	A
USGS	07094500	2017-06-09 07:30	MDT	3590	A
USGS	07094500	2017-06-09 07:45	MDT	3610	A
USGS	07094500	2017-06-09 08:00	MDT	3620	A
USGS	07094500	2017-06-09 08:15	MDT	3640	A
USGS	07094500	2017-06-09 08:30	MDT	3650	A
USGS	07094500	2017-06-09 08:45	MDT	3660	A
USGS	07094500	2017-06-09 09:00	MDT	3670	A
USGS	07094500	2017-06-09 09:15	MDT	3690	A
USGS	07094500	2017-06-09 09:30	MDT	3700	A
USGS	07094500	2017-06-09 09:45	MDT	3710	A
USGS	07094500	2017-06-09 10:00	MDT	3720	A
USGS	07094500	2017-06-09 10:15	MDT	3740	A
USGS	07094500	2017-06-09 10:30	MDT	3750	A
USGS	07094500	2017-06-09 10:45	MDT	3750	A
USGS	07094500	2017-06-09 11:00	MDT	3770	A
USGS	07094500	2017-06-09 11:15	MDT	3780	A
USGS	07094500	2017-06-09 11:30	MDT	3780	A
USGS	07094500	2017-06-09 11:45	MDT	3790	A
USGS	07094500	2017-06-09 12:00	MDT	3790	A
USGS	07094500	2017-06-09 12:15	MDT	3800	A
USGS	07094500	2017-06-09 12:30	MDT	3800	A
USGS	07094500	2017-06-09 12:45	MDT	3800	A
USGS	07094500	2017-06-09 13:00	MDT	3800	A
USGS	07094500	2017-06-09 13:15	MDT	3800	A
USGS	07094500	2017-06-09 13:30	MDT	3800	A
USGS	07094500	2017-06-09 13:45	MDT	3800	A
USGS	07094500	2017-06-09 14:00	MDT	3810	A
USGS	07094500	2017-06-09 14:15	MDT	3810	A
USGS	07094500	2017-06-09 14:30	MDT	3810	A
USGS	07094500	2017-06-09 14:45	MDT	3810	A
USGS	07094500	2017-06-09 15:00	MDT	3810	A
USGS	07094500	2017-06-09 15:15	MDT	3810	A
USGS	07094500	2017-06-09 15:30	MDT	3810	A
USGS	07094500	2017-06-09 15:45	MDT	3810	A
USGS	07094500	2017-06-09 16:00	MDT	3810	A
USGS	07094500	2017-06-09 16:15	MDT	3810	A
USGS	07094500	2017-06-09 16:30	MDT	3810	A
USGS	07094500	2017-06-09 16:45	MDT	3800	A
USGS	07094500	2017-06-09 17:00	MDT	3800	A
USGS	07094500	2017-06-09 17:15	MDT	3800	A
USGS	07094500	2017-06-09 17:30	MDT	3800	A
USGS	07094500	2017-06-09 17:45	MDT	3790	A
USGS	07094500	2017-06-09 18:00	MDT	3790	A
USGS	07094500	2017-06-09 18:15	MDT	3780	A
USGS	07094500	2017-06-09 18:30	MDT	3770	A
USGS	07094500	2017-06-09 18:45	MDT	3760	A
USGS	07094500	2017-06-09 19:00	MDT	3750	A
USGS	07094500	2017-06-09 19:15	MDT	3740	A
USGS	07094500	2017-06-09 19:45	MDT	3720	A
USGS	07094500	2017-06-09 20:00	MDT	3710	A
USGS	07094500	2017-06-09 20:15	MDT	3700	A
USGS	07094500	2017-06-09 20:30	MDT	3700	A
USGS	07094500	2017-06-09 20:45	MDT	3690	A
USGS	07094500	2017-06-09 21:00	MDT	3680	A
USGS	07094500	2017-06-09 21:15	MDT	3670	A
USGS	07094500	2017-06-09 21:30	MDT	3670	A
USGS	07094500	2017-06-09 21:45	MDT	3670	A
USGS	07094500	2017-06-09 22:00	MDT	3660	A
USGS	07094500	2017-06-09 22:15	MDT	3660	A
USGS	07094500	2017-06-09 22:30	MDT	3650	A
USGS	07094500	2017-06-09 22:45	MDT	3650	A
USGS	07094500	2017-06-09 23:00	MDT	3640	A
USGS	07094500	2017-06-09 23:15	MDT	3640	A
USGS	07094500	2017-06-09 23:30	MDT	3630	A
USGS	07094500	2017-06-09 23:45	MDT	3630	A
USGS	07094500	2017-06-10 00:00	MDT	3630	A
USGS	07094500	2017-06-10 00:15	MDT	3630	A
USGS	07094500	2017-06-10 00:30	MDT	3630	A
USGS	07094500	2017-06-10 00:45	MDT	3630	A
USGS	07094500	2017-06-10 01:00	MDT	3620	A
USGS	07094500	2017-06-10 01:15	MDT	3620	A
USGS	07094500	2017-06-10 01:30	MDT	3620	A
USGS	07094500	2017-06-10 01:45	MDT	3620	A
USGS	07094500	2017-06-10 02:00	MDT	3620	A
USGS	07094500	2017-06-10 02:15	MDT	3620	A
USGS	07094500	2017-06-10 02:30	MDT	3610	A
USGS	07094500	2017-06-10 02:45	MDT	3610	A
USGS	07094500	2017-06-10 03:00	MDT	3610	A
USGS	07094500	2017-06-10 03:15	MDT	3610	A
USGS	07094500	2017-06-10 03:30	MDT	3620	A
USGS	07094500	2017-06-10 03:45	MDT	3620	A
USGS	07094500	2017-06-10 04:00	MDT	3620	A
USGS	07094500	2017-06-10 04:15	MDT	3620	A
USGS	07094500	2017-06-10 04:30	MDT	3620	A
USGS	07094500	2017-06-10 04:45	MDT	3620	A
USGS	07094500	2017-06-10 05:00	MDT	3630	A
USGS	07094500	2017-06-10 05:15	MDT	3630	A
USGS	07094500	2017-06-10 05:30	MDT	3630	A
USGS	07094500	2017-06-10 05:45	MDT	3640	A
USGS	07094500	2017-06-10 06:00	MDT	3640	A
USGS	07094500	2017-06-10 06:15	MDT	3650	A
USGS	07094500	2017-06-10 06:30	MDT	3660	A
USGS	07094500	2017-06-10 06:45	MDT	3670	A
USGS	07094500	2017-06-10 07:00	MDT	3670	A
USGS	07094500	2017-06-10 07:15	MDT	3680	A
USGS	07094500	2017-06-10 07:30	MDT	3690	A
USGS	07094500	2017-06-10 07:45	MDT	3700	A
USGS	07094500	2017-06-10 08:00	MDT	3720	A
USGS	07094500	2017-06-10 08:15	MDT	3730	A
USGS	07094500	2017-06-10 08:30	MDT	3750	A
USGS	07094500	2017-06-10 08:45	MDT	3750	A
USGS	07094500	2017-06-10 09:00	MDT	3770	A
USGS	07094500	2017-06-10 09:15	MDT	3770	A
USGS	07094500	2017-06-10 09:30	MDT	3780	A
USGS	07094500	2017-06-10 09:45	MDT	3790	A
USGS	07094500	2017-06-10 10:00	MDT	3790	A
USGS	07094500	2017-06-10 10:15	MDT	3790	A
USGS	07094500	2017-06-10 10:30	MDT	3800	A
USGS	07094500	2017-06-10 10:45	MDT	3800	A
USGS	07094500	2017-06-10 11:00	MDT	3810	A
USGS	07094500	2017-06-10 11:15	MDT	3820	A
USGS	07094500	2017-06-10 11:30	MDT	3820	A
USGS	07094500	2017-06-10 11:45	MDT	3820	A
USGS	07094500	2017-06-10 12:00	MDT	3820	A
USGS	07094500	2017-06-10 12:15	MDT	3820	A
USGS	07094500	2017-06-10 12:30	MDT	3820	A
USGS	07094500	2017-06-10 12:45	MDT	3820	A
USGS	07094500	2017-06-10 13:00	MDT	3820	A
USGS	07094500	2017-06-10 13:15	MDT	3820	A
USGS	07094500	2017-06-10 13:30	MDT	3820	A
USGS	07094500	2017-06-10 13:45	MDT	3820	A
USGS	07094500	2017-06-10 14:00	MDT	3820	A
USGS	07094500	2017-06-10 14:15	MDT	3820	A
USGS	07094500	2017-06-10 14:30	MDT	3820	A
USGS	07094500	2017-06-10 14:45	MDT	3820	A
USGS	07094500	2017-06-10 15:00	MDT	3810	A
USGS	07094500	2017-06-10 15:15	MDT	3800	A
USGS	07094500	2017-06-10 15:30	MDT	3800	A
USGS	07094500	2017-06-10 15:45	MDT	3800	A
USGS	07094500	2017-06-10 16:00	MDT	3800	A
USGS	07094500	2017-06-10 16:15	MDT	3790	A
USGS	07094500	2017-06-10 16:30	MDT	3790	A
USGS	07094500	2017-06-10 16:45	MDT	3780	A
USGS	07094500	2017-06-10 17:00	MDT	3770	A
USGS	07094500	2017-06-10 17:15	MDT	3770	A
USGS	07094500	2017-06-10 17:30	MDT	3760	A
USGS	07094500	2017-06-10 17:45	MDT	3760	A
USGS	07094500	2017-06-10 18:00	MDT	3750	A
USGS	07094500	2017-06-10 18:15	MDT	3750	A
USGS	07094500	2017-06-10 18:30	MDT	3740	A
USGS	07094500	2017-06-10 18:45	MDT	3740	A
USGS	07094500	2017-06-10 19:00	MDT	3730	A
USGS	07094500	2017-06-10 19:15	MDT	3720	A
USGS	07094500	2017-06-10 19:30	MDT	3710	A
USGS	07094500	2017-06-10 19:45	MDT	3710	A
USGS	07094500	2017-06-10 20:00	MDT	3700	A
USGS	07094500	2017-06-10 20:15	MDT	3690	A
USGS	07094500	2017-06-10 20:30	MDT	3680	A
USGS	07094500	2017-06-10 20:45	MDT	3670	A
USGS	07094500	2017-06-10 21:00	MDT	3670	A
USGS	07094500	2017-06-10 21:15	MDT	3660	A
USGS	07094500	2017-06-10 21:30	MDT	3650	A
USGS	07094500	2017-06-10 21:45	MDT	3640	A
USGS	07094500	2017-06-10 22:00	MDT	3640	A
USGS	07094500	2017-06-10 22:15	MDT	3630	A
USGS	07094500	2017-06-10 22:30	MDT	3630	A
USGS	07094500	2017-06-10 22:45	MDT	3630	A
USGS	07094500	2017-06-10 23:00	MDT	3620	A
USGS	07094500	2017-06-10 23:15	MDT	3620	A
USGS	07094500	2017-06-10 23:30	MDT	3620	A
USGS	07094500	2017-06-10 23:45	MDT	3610	A
USGS	07094500	2017-06-11 00:00	MDT	3610	A
USGS	07094500	2017-06-11 00:15	MDT	3600	A
USGS	07094500	2017-06-11 00:30	MDT	3600	A
USGS	07094500	2017-06-11 00:45	MDT	3600	A
USGS	07094500	2017-06-11 01:00	MDT	3600	A
USGS	07094500	2017-06-11 01:15	MDT	3600	A
USGS	07094500	2017-06-11 01:30	MDT	3600	A
USGS	07094500	2017-06-11 01:45	MDT	3600	A
USGS	07094500	2017-06-11 02:00	MDT	3600	A
USGS	07094500	2017-06-11 02:15	MDT	3600	A
USGS	07094500	2017-06-11 02:30	MDT	3600	A
USGS	07094500	2017-06-11 02:45	MDT	3610	A
USGS	07094500	2017-06-11 03:00	MDT	3610	A
USGS	07094500	2017-06-11 03:15	MDT	3610	A
USGS	07094500	2017-06-11 03:30	MDT	3610	A
USGS	07094500	2017-06-11 03:45	MDT	3620	A
USGS	07094500	2017-06-11 04:00	MDT	3620	A
USGS	07094500	2017-06-11 04:15	MDT	3620	A
USGS	07094500	2017-06-11 04:30	MDT	3630	A
USGS	07094500	2017-06-11 04:45	MDT	3630	A
USGS	07094500	2017-06-11 05:00	MDT	3640	A
USGS	07094500	2017-06-11 05:15	MDT	3640	A
USGS	07094500	2017-06-11 05:30	MDT	3650	A
USGS	07094500	2017-06-11 05:45	MDT	3660	A
USGS	07094500	2017-06-11 06:00	MDT	3670	A
USGS	07094500	2017-06-11 06:15	MDT	3680	A
USGS	07094500	2017-06-11 06:30	MDT	3700	A
USGS	07094500	2017-06-11 06:45	MDT	3710	A
USGS	07094500	2017-06-11 07:00	MDT	3720	A
USGS	07094500	2017-06-11 07:15	MDT	3730	A
USGS	07094500	2017-06-11 07:30	MDT	3740	A
USGS	07094500	2017-06-11 07:45	MDT	3750	A
USGS	07094500	2017-06-11 08:00	MDT	3770	A
USGS	07094500	2017-06-11 08:15	MDT	3780	A
USGS	07094500	2017-06-11 08:30	MDT	3790	A
USGS	07094500	2017-06-11 08:45	MDT	3800	A
USGS	07094500	2017-06-11 09:00	MDT	3810	A
USGS	07094500	2017-06-11 09:15	MDT	3820	A
USGS	07094500	2017-06-11 09:30	MDT	3830	A
USGS	07094500	2017-06-11 09:45	MDT	3830	A
USGS	07094500	2017-06-11 10:00	MDT	3840	A
USGS	07094500	2017-06-11 10:15	MDT	3840	A
USGS	07094500	2017-06-11 10:30	MDT	3860	A
USGS	07094500	2017-06-11 10:45	MDT	3860	A
USGS	07094500	2017-06-11 11:00	MDT	3870	A
USGS	07094500	2017-06-11 11:15	MDT	3880	A
USGS	07094500	2017-06-11 11:30	MDT	3880	A
USGS	07094500	2017-06-11 11:45	MDT	3880	A
USGS	07094500	2017-06-11 12:00	MDT	3890	A
USGS	07094500	2017-06-11 12:15	MDT	3890	A
USGS	07094500	2017-06-11 12:30	MDT	3890	A
USGS	07094500	2017-06-11 12:45	MDT	3900	A
USGS	07094500	2017-06-11 14:00	MDT	3900	A
USGS	07094500	2017-06-11 14:15	MDT	3900	A
USGS	07094500	2017-06-11 14:30	MDT	3910	A
USGS	07094500	2017-06-11 14:45	MDT	3910	A
USGS	07094500	2017-06-11 15:00	MDT	3910	A
USGS	07094500	2017-06-11 15:15	MDT	3910	A
USGS	07094500	2017-06-11 15:30	MDT	3910	A
USGS	07094500	2017-06-11 15:45	MDT	3900	A
USGS	07094500	2017-06-11 16:00	MDT	3900	A
USGS	07094500	2017-06-11 16:15	MDT	3900	A
USGS	07094500	2017-06-11 16:30	MDT	3900	A
USGS	07094500	2017-06-11 16:45	MDT	3890	A
USGS	07094500	2017-06-11 17:00	MDT	3890	A
USGS	07094500	2017-06-11 17:15	MDT	3880	A
USGS	07094500	2017-06-11 17:30	MDT	3880	A
USGS	07094500	2017-06-11 17:45	MDT	3880	A
USGS	07094500	2017-06-11 18:00	MDT	3870	A
USGS	07094500	2017-06-11 18:15	MDT	3870	A
USGS	07094500	2017-06-11 18:30	MDT	3860	A
USGS	07094500	2017-06-11 18:45	MDT	3850	A
USGS	07094500	2017-06-11 19:00	MDT	3840	A
USGS	07094500	2017-06-11 19:15	MDT	3830	A
USGS	07094500	2017-06-11 19:30	MDT	3830	A
USGS	07094500	2017-06-11 19:45	MDT	3820	A
USGS	07094500	2017-06-11 20:00	MDT	3810	A
USGS	07094500	2017-06-11 20:15	MDT	3810	A
USGS	07094500	2017-06-11 20:30	MDT	3800	A
USGS	07094500	2017-06-11 20:45	MDT	3800	A
USGS	07094500	2017-06-11 21:00	MDT	3790	A
USGS	07094500	2017-06-11 21:15	MDT	3790	A
USGS	07094500	2017-06-11 21:30	MDT	3780	A
USGS	07094500	2017-06-11 21:45	MDT	3770	A
USGS	07094500	2017-06-11 22:00	MDT	3760	A
USGS	07094500	2017-06-11 22:15	MDT	3750	A
USGS	07094500	2017-06-11 22:30	MDT	3750	A
USGS	07094500	2017-06-11 22:45	MDT	3740	A
USGS	07094500	2017-06-11 23:00	MDT	3740	A
USGS	07094500	2017-06-11 23:15	MDT	3730	A
USGS	07094500	2017-06-11 23:30	MDT	3720	A
USGS	07094500	2017-06-11 23:45	MDT	3720	A
USGS	07094500	2017-06-12 00:00	MDT	3710	A
USGS	07094500	2017-06-12 00:15	MDT	3710	A
USGS	07094500	2017-06-12 00:30	MDT	3710	A
USGS	07094500	2017-06-12 00:45	MDT	3710	A
USGS	07094500	2017-06-12 01:00	MDT	3700	A
USGS	07094500	2017-06-12 01:15	MDT	3700	A
USGS	07094500	2017-06-12 01:30	MDT	3700	A
USGS	07094500	2017-06-12 01:45	MDT	3690	A
USGS	07094500	2017-06-12 02:00	MDT	3690	A
USGS	07094500	2017-06-12 02:15	MDT	3690	A
USGS	07094500	2017-06-12 02:30	MDT	3690	A
USGS	07094500	2017-06-12 02:45	MDT	3690	A
USGS	07094500	2017-06-12 03:00	MDT	3690	A
USGS	07094500	2017-06-12 03:15	MDT	3690	A
USGS	07094500	2017-06-12 03:30	MDT	3690	A
USGS	07094500	2017-06-12 03:45	MDT	3690	A
USGS	07094500	2017-06-12 04:00	MDT	3690	A
USGS	07094500	2017-06-12 04:15	MDT	3690	A
USGS	07094500	2017-06-12 04:30	MDT	3690	A
USGS	07094500	2017-06-12 04:45	MDT	3690	A
USGS	07094500	2017-06-12 05:00	MDT	3690	A
USGS	07094500	2017-06-12 05:15	MDT	3700	A
USGS	07094500	2017-06-12 05:30	MDT	3700	A
USGS	07094500	2017-06-12 05:45	MDT	3700	A
USGS	07094500	2017-06-12 06:00	MDT	3710	A
USGS	07094500	2017-06-12 06:15	MDT	3710	A
USGS	07094500	2017-06-12 06:30	MDT	3710	A
USGS	07094500	2017-06-12 06:45	MDT	3720	A
USGS	07094500	2017-06-12 07:00	MDT	3720	A
USGS	07094500	2017-06-12 07:15	MDT	3730	A
USGS	07094500	2017-06-12 07:30	MDT	3730	A
USGS	07094500	2017-06-12 07:45	MDT	3730	A
USGS	07094500	2017-06-12 08:00	MDT	3740	A
USGS	07094500	2017-06-12 08:15	MDT	3740	A
USGS	07094500	2017-06-12 08:30	MDT	3750	A
USGS	07094500	2017-06-12 08:45	MDT	3750	A
USGS	07094500	2017-06-12 09:00	MDT	3750	A
USGS	07094500	2017-06-12 09:15	MDT	3750	A
USGS	07094500	2017-06-12 09:30	MDT	3760	A
USGS	07094500	2017-06-12 09:45	MDT	3760	A
USGS	07094500	2017-06-12 10:00	MDT	3770	A
USGS	07094500	2017-06-12 10:15	MDT	3770	A
USGS	07094500	2017-06-12 10:30	MDT	3780	A
USGS	07094500	2017-06-12 10:45	MDT	3780	A
USGS	07094500	2017-06-12 11:00	MDT	3780	A
USGS	07094500	2017-06-12 11:15	MDT	3780	A
USGS	07094500	2017-06-12 11:30	MDT	3780	A
USGS	07094500	2017-06-12 11:45	MDT	3790	A
USGS	07094500	2017-06-12 12:00	MDT	3790	A
USGS	07094500	2017-06-12 12:15	MDT	3790	A
USGS	07094500	2017-06-12 12:30	MDT	3790	A
USGS	07094500	2017-06-12 12:45	MDT	3790	A
USGS	07094500	2017-06-12 13:00	MDT	3790	A
USGS	07094500	2017-06-12 13:15	MDT	3790	A
USGS	07094500	2017-06-12 13:30	MDT	3780	A
USGS	07094500	2017-06-12 13:45	MDT	3780	A
USGS	07094500	2017-06-12 14:00	MDT	3770	A
USGS	07094500	2017-06-12 14:15	MDT	3770	A
USGS	07094500	2017-06-12 14:30	MDT	3770	A
USGS	07094500	2017-06-12 14:45	MDT	3770	A
USGS	07094500	2017-06-12 15:00	MDT	3760	A
USGS	07094500	2017-06-12 15:15	MDT	3760	A
USGS	07094500	2017-06-12 15:30	MDT	3750	A
USGS	07094500	2017-06-12 15:45	MDT	3750	A
USGS	07094500	2017-06-12 16:00	MDT	3750	A
USGS	07094500	2017-06-12 16:15	MDT	3740	A
USGS	07094500	2017-06-12 16:30	MDT	3740	A
USGS	07094500	2017-06-12 16:45	MDT	3740	A
USGS	07094500	2017-06-12 17:00	MDT	3730	A
USGS	07094500	2017-06-12 17:15	MDT	3720	A
USGS	07094500	2017-06-12 17:30	MDT	3720	A
USGS	07094500	2017-06-12 17:45	MDT	3710	A
USGS	07094500	2017-06-12 18:00	MDT	3710	A
USGS	07094500	2017-06-12 18:15	MDT	3700	A
USGS	07094500	2017-06-12 18:30	MDT	3700	A
USGS	07094500	2017-06-12 18:45	MDT	3690	A
USGS	07094500	2017-06-12 19:00	MDT	3680	A
USGS	07094500	2017-06-12 19:15	MDT	3680	A
USGS	07094500	2017-06-12 19:30	MDT	3670	A
USGS	07094500	2017-06-12 19:45	MDT	3670	A
USGS	07094500	2017-06-12 20:00	MDT	3660	A
USGS	07094500	2017-06-12 20:15	MDT	3650	A
USGS	07094500	2017-06-12 20:30	MDT	3640	A
USGS	07094500	2017-06-12 20:45	MDT	3630	A
USGS	07094500	2017-06-12 21:00	MDT	3620	A
USGS	07094500	2017-06-12 21:15	MDT	3620	A
USGS	07094500	2017-06-12 21:30	MDT	3610	A
USGS	07094500	2017-06-12 21:45	MDT	3600	A
USGS	07094500	2017-06-12 22:00	MDT	3590	A
USGS	07094500	2017-06-12 22:15	MDT	3590	A
USGS	07094500	2017-06-12 22:30	MDT	3580	A
USGS	07094500	2017-06-12 22:45	MDT	3570	A
USGS	07094500	2017-06-12 23:00	MDT	3560	A
USGS	07094500	2017-06-12 23:15	MDT	3560	A
USGS	07094500	2017-06-12 23:30	MDT	3550	A
USGS	07094500	2017-06-12 23:45	MDT	3550	A
USGS	07094500	2017-06-13 00:00	MDT	3540	A
USGS	07094500	2017-06-13 00:15	MDT	3540	A
USGS	07094500	2017-06-13 00:30	MDT	3530	A
USGS	07094500	2017-06-13 00:45	MDT	3530	A
USGS	07094500	2017-06-13 01:00	MDT	3530	A
USGS	07094500	2017-06-13 01:15	MDT	3530	A
USGS	07094500	2017-06-13 01:30	MDT	3530	A
USGS	07094500	2017-06-13 01:45	MDT	3530	A
USGS	07094500	2017-06-13 02:00	MDT	3530	A
USGS	07094500	2017-06-13 02:15	MDT	3530	A
USGS	07094500	2017-06-13 02:30	MDT	3530	A
USGS	07094500	2017-06-13 02:45	MDT	3530	A
USGS	07094500	2017-06-13 03:00	MDT	3530	A
USGS	07094500	2017-06-13 03:15	MDT	3530	A
USGS	07094500	2017-06-13 03:30	MDT	3530	A
USGS	07094500	2017-06-13 03:45	MDT	3530	A
USGS	07094500	2017-06-13 04:00	MDT	3530	A
USGS	07094500	2017-06-13 04:15	MDT	3530	A
USGS	07094500	2017-06-13 04:30	MDT	3530	A
USGS	07094500	2017-06-13 04:45	MDT	3540	A
USGS	07094500	2017-06-13 05:00	MDT	3540	A
USGS	07094500	2017-06-13 05:15	MDT	3540	A
USGS	07094500	2017-06-13 05:30	MDT	3540	A
